CustomerID,Age,Gender,Country,Income,ProductQuality,ServiceQuality,PurchaseFrequency,FeedbackScore,LoyaltyLevel,SatisfactionScore,salaryGroup,AgeGroup,FrequencyGroup,satisfactionLevel
33923,32,Female,USA,63123,9,10,9,Medium,Bronze,100,average salary,Young Adults,Moderate,high satisfied
33924,54,Female,Germany,60310,4,6,11,Low,Bronze,72,average salary,Middle-aged Adults,Moderate,low satisfied
33925,45,Male,USA,104673,2,9,18,High,Silver,95.18,high salary,Middle-aged Adults,High,high satisfied
33926,67,Female,UK,76242,6,3,15,High,Bronze,88.62,average salary,Older Adults,High,average satisfied
33927,21,Male,USA,77726,3,4,7,High,Silver,77.59,average salary,Young Adults,Moderate,average satisfied
33928,38,Female,Canada,75816,5,10,16,High,Bronze,100,average salary,Middle-aged Adults,High,high satisfied
33929,51,Male,France,73410,7,5,17,High,Bronze,96.68,average salary,Middle-aged Adults,High,high satisfied
33930,36,Male,Germany,91770,10,10,11,Medium,Bronze,100,average salary,Middle-aged Adults,Moderate,high satisfied
33931,54,Male,Canada,111550,2,4,2,Medium,Silver,86.72,high salary,Middle-aged Adults,Low,average satisfied
33932,21,Female,Germany,87782,9,10,15,Medium,Gold,100,average salary,Young Adults,High,high satisfied
33933,54,Male,Canada,86671,5,1,3,Low,Bronze,61.86,average salary,Middle-aged Adults,Low,low satisfied
33934,68,Female,Germany,67173,3,1,9,Low,Gold,40.91,average salary,Older Adults,Moderate,low satisfied
33935,49,Male,Germany,118225,1,2,11,High,Silver,54.84,high salary,Middle-aged Adults,Moderate,low satisfied
33936,62,Female,France,117270,2,9,18,Medium,Bronze,87.96,high salary,Older Adults,High,average satisfied
33937,65,Male,USA,108122,3,5,6,Low,Bronze,89.08,high salary,Older Adults,Low,average satisfied
33938,29,Female,Germany,36543,8,2,10,High,Gold,65.3,low salary,Young Adults,Moderate,low satisfied
33939,58,Male,Germany,70316,10,6,14,High,Gold,100,average salary,Older Adults,High,high satisfied
33940,33,Male,France,79662,3,8,6,Low,Silver,68.61,average salary,Young Adults,Low,low satisfied
33941,31,Male,Germany,94205,8,4,11,Medium,Gold,90.01,average salary,Young Adults,Moderate,high satisfied
33942,18,Female,Germany,89250,3,9,17,High,Bronze,92.98,average salary,Young Adults,High,high satisfied
33943,69,Male,UK,71496,8,8,17,Medium,Silver,100,average salary,Older Adults,High,high satisfied
33944,49,Male,UK,57204,5,7,19,High,Gold,100,average salary,Middle-aged Adults,High,high satisfied
33945,38,Male,UK,40754,8,5,13,Low,Gold,85.29,low salary,Middle-aged Adults,Moderate,average satisfied
33946,21,Male,France,38899,7,10,19,High,Bronze,100,low salary,Young Adults,High,high satisfied
33947,26,Female,Germany,69354,6,5,6,Medium,Bronze,68.59,average salary,Young Adults,Low,low satisfied
33948,68,Female,France,119952,2,6,13,Low,Bronze,100,high salary,Older Adults,Moderate,high satisfied
33949,63,Female,France,86124,9,7,15,High,Silver,100,average salary,Older Adults,High,high satisfied
33950,39,Male,Canada,105147,7,3,1,High,Gold,79.83,high salary,Middle-aged Adults,Low,average satisfied
33951,29,Female,USA,106695,9,7,3,High,Gold,100,high salary,Young Adults,Low,high satisfied
33952,47,Male,Canada,82806,6,8,3,Medium,Gold,100,average salary,Middle-aged Adults,Low,high satisfied
33953,47,Male,USA,67399,9,5,13,High,Gold,100,average salary,Middle-aged Adults,Moderate,high satisfied
33954,49,Male,Canada,94265,2,7,4,Medium,Bronze,66.54,average salary,Middle-aged Adults,Low,low satisfied
33955,53,Female,Germany,53232,4,6,15,Low,Silver,83.03,average salary,Middle-aged Adults,High,average satisfied
33956,24,Male,France,68258,4,8,7,Medium,Bronze,78.13,average salary,Young Adults,Moderate,average satisfied
33957,34,Female,Canada,106548,9,4,10,High,Bronze,100,high salary,Young Adults,Moderate,high satisfied
33958,18,Male,Canada,54417,1,5,7,Low,Bronze,46.55,average salary,Young Adults,Moderate,low satisfied
33959,31,Female,Germany,97692,8,6,12,High,Silver,100,average salary,Young Adults,Moderate,high satisfied
33960,64,Female,France,45870,9,9,5,Low,Bronze,100,low salary,Older Adults,Low,high satisfied
33961,61,Female,USA,104542,9,6,18,Low,Silver,100,high salary,Older Adults,High,high satisfied
33962,61,Male,Canada,85658,6,5,18,Low,Bronze,98.12,average salary,Older Adults,High,high satisfied
33963,55,Female,USA,67364,6,10,20,High,Bronze,100,average salary,Older Adults,High,high satisfied
33964,43,Female,UK,112055,1,9,4,High,Gold,100,high salary,Middle-aged Adults,Low,high satisfied
33965,44,Male,Canada,31074,6,8,12,High,Bronze,94.78,low salary,Middle-aged Adults,Moderate,high satisfied
33966,62,Female,France,73725,9,5,13,Medium,Gold,100,average salary,Older Adults,Moderate,high satisfied
33967,33,Female,UK,50843,1,6,9,Medium,Gold,58.04,average salary,Young Adults,Moderate,low satisfied
33968,63,Female,UK,87424,2,8,9,High,Bronze,100,average salary,Older Adults,Moderate,high satisfied
33969,24,Male,Canada,52229,5,4,6,High,Silver,70.13,average salary,Young Adults,Low,low satisfied
33970,49,Female,Canada,90600,7,7,3,High,Bronze,100,average salary,Middle-aged Adults,Low,high satisfied
33971,42,Female,UK,117339,2,4,5,Medium,Gold,73.17,high salary,Middle-aged Adults,Low,low satisfied
33972,48,Female,Canada,88816,1,9,20,High,Gold,100,average salary,Middle-aged Adults,High,high satisfied
33973,33,Male,France,50683,9,3,5,High,Gold,91.36,average salary,Young Adults,Low,high satisfied
33974,58,Female,France,56487,8,3,17,Low,Silver,80.29,average salary,Older Adults,High,average satisfied
33975,31,Female,UK,59725,4,4,15,High,Gold,70.78,average salary,Young Adults,High,low satisfied
33976,42,Male,Canada,79487,4,9,17,High,Silver,100,average salary,Middle-aged Adults,High,high satisfied
33977,47,Female,UK,104475,7,2,12,Medium,Gold,94.6,high salary,Middle-aged Adults,Moderate,high satisfied
33978,24,Female,France,94321,3,9,7,High,Gold,100,average salary,Young Adults,Moderate,high satisfied
33979,29,Female,Canada,35682,10,4,13,Medium,Bronze,79.63,low salary,Young Adults,Moderate,average satisfied
33980,20,Male,France,116862,5,1,5,High,Gold,80.26,high salary,Young Adults,Low,average satisfied
33981,44,Female,Canada,100535,7,1,10,Low,Bronze,88.26,high salary,Middle-aged Adults,Moderate,average satisfied
33982,63,Male,Germany,96949,4,8,10,Low,Silver,100,average salary,Older Adults,Moderate,high satisfied
33983,36,Female,France,51621,9,5,2,High,Bronze,100,average salary,Middle-aged Adults,Low,high satisfied
33984,60,Female,USA,85397,10,1,6,High,Bronze,79.38,average salary,Older Adults,Low,average satisfied
33985,54,Male,Canada,114301,7,10,4,Low,Gold,100,high salary,Middle-aged Adults,Low,high satisfied
33986,62,Female,Germany,65651,3,5,16,Medium,Gold,72.85,average salary,Older Adults,High,low satisfied
33987,59,Female,Germany,57246,8,2,6,High,Silver,80.05,average salary,Older Adults,Low,average satisfied
33988,24,Male,Germany,34482,10,4,3,High,Bronze,90.59,low salary,Young Adults,Low,high satisfied
33989,66,Male,France,32847,2,4,13,High,Bronze,66.6,low salary,Older Adults,Moderate,low satisfied
33990,33,Male,USA,110599,6,3,11,Low,Gold,100,high salary,Young Adults,Moderate,high satisfied
33991,49,Female,Germany,63906,4,5,2,Medium,Silver,67,average salary,Middle-aged Adults,Low,low satisfied
33992,25,Male,UK,83053,5,6,12,Medium,Silver,100,average salary,Young Adults,Moderate,high satisfied
33993,66,Female,Canada,56071,10,1,20,High,Gold,100,average salary,Older Adults,High,high satisfied
33994,30,Male,Canada,103520,4,2,5,Low,Bronze,67.99,high salary,Young Adults,Low,low satisfied
33995,28,Male,USA,58081,10,6,20,Medium,Bronze,100,average salary,Young Adults,High,high satisfied
33996,37,Male,USA,111809,2,7,13,Medium,Bronze,82.54,high salary,Middle-aged Adults,Moderate,average satisfied
33997,35,Female,France,54878,2,5,16,Medium,Bronze,85.07,average salary,Middle-aged Adults,High,average satisfied
33998,54,Female,UK,76142,9,7,15,Medium,Gold,100,average salary,Middle-aged Adults,High,high satisfied
33999,23,Female,Canada,78555,4,2,13,Medium,Silver,79.21,average salary,Young Adults,Moderate,average satisfied
34000,37,Male,Germany,93407,4,3,2,Medium,Bronze,77.7,average salary,Middle-aged Adults,Low,average satisfied
34001,49,Female,Germany,92273,1,9,18,Medium,Gold,88.43,average salary,Middle-aged Adults,High,average satisfied
34002,63,Female,Canada,56973,10,1,18,High,Bronze,100,average salary,Older Adults,High,high satisfied
34003,61,Male,UK,85986,6,4,2,Medium,Silver,76.94,average salary,Older Adults,Low,average satisfied
34004,46,Female,UK,47972,9,7,16,High,Silver,100,low salary,Middle-aged Adults,High,high satisfied
34005,21,Male,Germany,76702,8,8,20,Low,Gold,100,average salary,Young Adults,High,high satisfied
34006,24,Male,Canada,92107,10,6,10,High,Bronze,100,average salary,Young Adults,Moderate,high satisfied
34007,60,Female,Germany,44168,9,10,2,High,Silver,100,low salary,Older Adults,Low,high satisfied
34008,37,Male,France,64278,1,3,19,Low,Gold,67.63,average salary,Middle-aged Adults,High,low satisfied
34009,51,Female,Canada,117357,7,1,16,Medium,Bronze,84.92,high salary,Middle-aged Adults,High,average satisfied
34010,53,Male,UK,49996,1,5,11,High,Gold,87.19,low salary,Middle-aged Adults,Moderate,average satisfied
34011,24,Female,Germany,33004,2,2,2,Low,Silver,9.39,low salary,Young Adults,Low,low satisfied
34012,50,Female,USA,59819,2,10,2,High,Bronze,88.67,average salary,Middle-aged Adults,Low,average satisfied
34013,32,Female,USA,94903,3,9,15,Medium,Silver,90.28,average salary,Young Adults,High,high satisfied
34014,69,Male,France,96221,3,3,10,Medium,Bronze,69.36,average salary,Older Adults,Moderate,low satisfied
34015,49,Female,USA,61774,4,10,14,High,Silver,100,average salary,Middle-aged Adults,High,high satisfied
34016,39,Male,France,40561,6,1,17,Medium,Silver,63.81,low salary,Middle-aged Adults,High,low satisfied
34017,57,Female,France,108141,4,6,7,Medium,Gold,100,high salary,Older Adults,Moderate,high satisfied
34018,46,Female,UK,73793,7,1,16,High,Bronze,73.32,average salary,Middle-aged Adults,High,low satisfied
34019,42,Male,UK,110468,4,3,17,High,Silver,78.5,high salary,Middle-aged Adults,High,average satisfied
34020,22,Female,Canada,34069,10,4,12,High,Gold,96.43,low salary,Young Adults,Moderate,high satisfied
34021,31,Female,Germany,57221,9,10,19,Medium,Gold,100,average salary,Young Adults,High,high satisfied
34022,67,Male,USA,36301,2,8,3,Medium,Silver,82.15,low salary,Older Adults,Low,average satisfied
34023,52,Female,Germany,90754,1,9,15,High,Bronze,100,average salary,Middle-aged Adults,High,high satisfied
34024,19,Female,Germany,53316,7,9,7,Low,Silver,100,average salary,Young Adults,Moderate,high satisfied
34025,42,Male,France,63101,7,10,14,Low,Bronze,96.5,average salary,Middle-aged Adults,High,high satisfied
34026,33,Female,USA,118674,2,10,16,Medium,Gold,100,high salary,Young Adults,High,high satisfied
34027,63,Female,UK,79426,8,10,15,Medium,Silver,100,average salary,Older Adults,High,high satisfied
34028,33,Male,Germany,85299,5,7,3,High,Silver,92.5,average salary,Young Adults,Low,high satisfied
34029,28,Male,France,51741,1,5,20,Medium,Gold,47,average salary,Young Adults,High,low satisfied
34030,66,Female,UK,68036,3,5,17,Medium,Bronze,87.77,average salary,Older Adults,High,average satisfied
34031,52,Male,France,108999,10,5,4,High,Gold,100,high salary,Middle-aged Adults,Low,high satisfied
34032,40,Female,Germany,117145,6,4,1,Low,Bronze,96.06,high salary,Middle-aged Adults,Low,high satisfied
34033,22,Male,Germany,58428,3,2,1,High,Gold,52.48,average salary,Young Adults,Low,low satisfied
34034,52,Female,Germany,61637,4,4,17,Medium,Silver,90.65,average salary,Middle-aged Adults,High,high satisfied
34035,46,Male,USA,61280,2,5,1,Low,Silver,44,average salary,Middle-aged Adults,Low,low satisfied
34036,64,Female,USA,55135,8,1,5,High,Gold,78.96,average salary,Older Adults,Low,average satisfied
34037,22,Female,Germany,41024,8,3,4,High,Silver,68.82,low salary,Young Adults,Low,low satisfied
34038,20,Female,USA,118467,4,2,12,Medium,Gold,63.39,high salary,Young Adults,Moderate,low satisfied
34039,23,Male,France,78871,8,3,19,Medium,Silver,100,average salary,Young Adults,High,high satisfied
34040,40,Male,France,33176,7,10,2,High,Bronze,100,low salary,Middle-aged Adults,Low,high satisfied
34041,63,Female,Canada,61869,6,3,18,Medium,Silver,88.58,average salary,Older Adults,High,average satisfied
34042,19,Male,UK,115181,3,7,19,Low,Bronze,94.9,high salary,Young Adults,High,high satisfied
34043,35,Male,France,107737,8,6,5,Medium,Bronze,100,high salary,Middle-aged Adults,Low,high satisfied
34044,47,Male,UK,46420,2,6,14,High,Silver,67.39,low salary,Middle-aged Adults,High,low satisfied
34045,55,Male,Canada,40215,4,4,15,High,Gold,88.12,low salary,Older Adults,High,average satisfied
34046,22,Male,Canada,46579,5,4,8,Low,Bronze,78.42,low salary,Young Adults,Moderate,average satisfied
34047,63,Male,UK,69801,5,9,4,Medium,Gold,100,average salary,Older Adults,Low,high satisfied
34048,66,Female,Germany,113237,3,7,1,High,Bronze,95.65,high salary,Older Adults,Low,high satisfied
34049,28,Female,UK,67456,9,5,18,High,Gold,100,average salary,Young Adults,High,high satisfied
34050,18,Male,France,92908,10,3,8,Low,Gold,79.37,average salary,Young Adults,Moderate,average satisfied
34051,27,Male,UK,38636,3,6,16,High,Gold,82.32,low salary,Young Adults,High,average satisfied
34052,58,Male,France,31372,3,3,17,Low,Silver,62.81,low salary,Older Adults,High,low satisfied
34053,69,Female,France,81982,1,10,10,Low,Silver,100,average salary,Older Adults,Moderate,high satisfied
34054,61,Female,France,78706,3,2,18,Medium,Gold,59.8,average salary,Older Adults,High,low satisfied
34055,43,Male,Germany,75588,8,2,13,Medium,Bronze,98.52,average salary,Middle-aged Adults,Moderate,high satisfied
34056,50,Female,Germany,70732,8,6,7,Low,Silver,100,average salary,Middle-aged Adults,Moderate,high satisfied
34057,44,Female,Canada,57324,9,10,19,Medium,Bronze,100,average salary,Middle-aged Adults,High,high satisfied
34058,67,Female,USA,108095,7,10,17,Low,Gold,100,high salary,Older Adults,High,high satisfied
34059,29,Female,Germany,74183,4,9,8,High,Bronze,98.65,average salary,Young Adults,Moderate,high satisfied
34060,19,Female,Germany,79119,4,6,12,Medium,Silver,94.12,average salary,Young Adults,Moderate,high satisfied
34061,18,Female,Canada,82766,6,6,14,High,Gold,94.78,average salary,Young Adults,High,high satisfied
34062,18,Male,Canada,38532,5,2,16,High,Bronze,45.3,low salary,Young Adults,High,low satisfied
34063,50,Female,Canada,86332,5,7,8,Low,Gold,93.01,average salary,Middle-aged Adults,Moderate,high satisfied
34064,39,Male,UK,62536,10,7,11,Medium,Silver,100,average salary,Middle-aged Adults,Moderate,high satisfied
34065,29,Male,France,55714,4,3,16,Low,Bronze,72.07,average salary,Young Adults,High,low satisfied
34066,56,Female,Germany,38453,4,6,10,Low,Bronze,84.36,low salary,Older Adults,Moderate,average satisfied
34067,53,Female,France,51205,7,10,10,High,Gold,100,average salary,Middle-aged Adults,Moderate,high satisfied
34068,38,Male,USA,100222,8,2,18,Low,Silver,94.31,high salary,Middle-aged Adults,High,high satisfied
34069,37,Female,Canada,103809,8,7,3,Low,Bronze,100,high salary,Middle-aged Adults,Low,high satisfied
34070,53,Male,USA,83726,7,5,10,Medium,Bronze,92.61,average salary,Middle-aged Adults,Moderate,high satisfied
34071,43,Male,Canada,83682,4,5,15,Medium,Gold,93.34,average salary,Middle-aged Adults,High,high satisfied
34072,64,Female,Canada,85370,10,8,2,Medium,Bronze,100,average salary,Older Adults,Low,high satisfied
34073,48,Female,USA,85720,1,10,5,Medium,Bronze,77.77,average salary,Middle-aged Adults,Low,average satisfied
34074,18,Female,France,56712,3,9,8,Low,Gold,93.46,average salary,Young Adults,Moderate,high satisfied
34075,55,Male,USA,90625,5,9,19,Medium,Silver,100,average salary,Older Adults,High,high satisfied
34076,31,Male,UK,77778,8,1,10,High,Silver,71.19,average salary,Young Adults,Moderate,low satisfied
34077,43,Female,Germany,48924,2,3,10,Medium,Silver,48.5,low salary,Middle-aged Adults,Moderate,low satisfied
34078,63,Female,Germany,36969,5,10,19,Low,Bronze,100,low salary,Older Adults,High,high satisfied
34079,59,Female,France,52954,9,2,2,Low,Bronze,78.2,average salary,Older Adults,Low,average satisfied
34080,24,Female,France,92906,6,8,12,Medium,Gold,100,average salary,Young Adults,Moderate,high satisfied
34081,29,Male,France,30182,4,8,10,Low,Gold,77.47,low salary,Young Adults,Moderate,average satisfied
34082,41,Female,USA,104020,4,1,8,Medium,Silver,66.6,high salary,Middle-aged Adults,Moderate,low satisfied
34083,36,Male,USA,47569,6,8,17,Low,Silver,92.67,low salary,Middle-aged Adults,High,high satisfied
34084,26,Female,USA,84189,8,5,15,Medium,Silver,100,average salary,Young Adults,High,high satisfied
34085,52,Male,Canada,100575,2,3,13,Low,Gold,76.48,high salary,Middle-aged Adults,Moderate,average satisfied
34086,21,Male,USA,101699,7,10,12,High,Gold,100,high salary,Young Adults,Moderate,high satisfied
34087,62,Male,Germany,119082,2,7,7,High,Gold,95.95,high salary,Older Adults,Moderate,high satisfied
34088,59,Female,Germany,113903,4,1,8,Low,Bronze,68.74,high salary,Older Adults,Moderate,low satisfied
34089,49,Female,Canada,97222,1,1,7,Medium,Bronze,45.83,average salary,Middle-aged Adults,Moderate,low satisfied
34090,63,Female,USA,112482,7,10,9,Medium,Bronze,100,high salary,Older Adults,Moderate,high satisfied
34091,23,Male,USA,36498,5,4,4,High,Silver,59.52,low salary,Young Adults,Low,low satisfied
34092,45,Female,UK,110523,3,5,1,Low,Gold,89.29,high salary,Middle-aged Adults,Low,average satisfied
34093,45,Female,UK,83170,9,10,17,Low,Gold,100,average salary,Middle-aged Adults,High,high satisfied
34094,57,Female,Germany,59311,9,6,13,Low,Bronze,100,average salary,Older Adults,Moderate,high satisfied
34095,68,Male,France,56603,2,3,14,Low,Bronze,66.7,average salary,Older Adults,High,low satisfied
34096,46,Female,Germany,39235,10,6,19,Medium,Silver,100,low salary,Middle-aged Adults,High,high satisfied
34097,59,Male,Canada,117289,5,4,6,Medium,Bronze,100,high salary,Older Adults,Low,high satisfied
34098,22,Male,USA,94727,4,4,19,Low,Silver,41.54,average salary,Young Adults,High,low satisfied
34099,22,Female,UK,87529,4,1,12,Medium,Gold,69.95,average salary,Young Adults,Moderate,low satisfied
34100,54,Female,Germany,117384,2,8,13,High,Bronze,100,high salary,Middle-aged Adults,Moderate,high satisfied
34101,58,Male,Canada,62530,8,10,16,Medium,Gold,100,average salary,Older Adults,High,high satisfied
34102,45,Female,France,109189,7,8,5,Low,Gold,100,high salary,Middle-aged Adults,Low,high satisfied
34103,58,Male,Germany,31443,7,6,19,Medium,Gold,98.73,low salary,Older Adults,High,high satisfied
34104,64,Male,USA,111652,1,10,13,Low,Gold,100,high salary,Older Adults,Moderate,high satisfied
34105,26,Male,USA,43846,8,1,8,Low,Silver,73.79,low salary,Young Adults,Moderate,low satisfied
34106,46,Female,UK,58415,9,9,6,Medium,Bronze,100,average salary,Middle-aged Adults,Low,high satisfied
34107,31,Male,Canada,34509,5,9,17,High,Gold,96.31,low salary,Young Adults,High,high satisfied
34108,55,Male,France,76588,8,1,4,Low,Silver,91.85,average salary,Older Adults,Low,high satisfied
34109,69,Female,France,118189,7,5,5,Medium,Silver,100,high salary,Older Adults,Low,high satisfied
34110,57,Male,Canada,98314,8,5,3,High,Bronze,91.73,average salary,Older Adults,Low,high satisfied
34111,51,Male,UK,62108,9,4,8,Medium,Silver,100,average salary,Middle-aged Adults,Moderate,high satisfied
34112,54,Female,USA,50082,5,10,10,Low,Gold,100,average salary,Middle-aged Adults,Moderate,high satisfied
34113,66,Male,France,70001,7,1,9,Low,Bronze,66.35,average salary,Older Adults,Moderate,low satisfied
34114,59,Female,Canada,95383,3,7,17,High,Silver,100,average salary,Older Adults,High,high satisfied
34115,31,Female,UK,92344,9,2,19,Medium,Bronze,100,average salary,Young Adults,High,high satisfied
34116,35,Male,USA,109060,10,6,12,Low,Bronze,100,high salary,Middle-aged Adults,Moderate,high satisfied
34117,50,Female,Canada,118403,5,8,10,Low,Bronze,100,high salary,Middle-aged Adults,Moderate,high satisfied
34118,51,Male,UK,106907,9,8,15,Low,Silver,100,high salary,Middle-aged Adults,High,high satisfied
34119,45,Female,Germany,52095,2,10,12,Low,Gold,96.1,average salary,Middle-aged Adults,Moderate,high satisfied
34120,53,Male,Canada,106288,6,8,17,Medium,Silver,100,high salary,Middle-aged Adults,High,high satisfied
34121,62,Female,France,75313,4,8,1,Medium,Gold,76.61,average salary,Older Adults,Low,average satisfied
34122,65,Male,Canada,66804,4,3,8,Low,Gold,71.5,average salary,Older Adults,Moderate,low satisfied
34123,54,Male,USA,53586,6,5,8,Medium,Gold,100,average salary,Middle-aged Adults,Moderate,high satisfied
34124,40,Female,Canada,48505,6,10,14,High,Silver,98.02,low salary,Middle-aged Adults,High,high satisfied
34125,59,Male,USA,77113,4,4,3,Low,Silver,80.9,average salary,Older Adults,Low,average satisfied
34126,34,Male,UK,90110,7,9,20,Low,Gold,100,average salary,Young Adults,High,high satisfied
34127,28,Female,Germany,71456,10,10,12,Low,Silver,100,average salary,Young Adults,Moderate,high satisfied
34128,49,Female,USA,47766,5,5,6,High,Bronze,86.18,low salary,Middle-aged Adults,Low,average satisfied
34129,54,Female,UK,30358,2,1,7,Medium,Bronze,37.78,low salary,Middle-aged Adults,Moderate,low satisfied
34130,32,Male,UK,115762,10,2,12,Low,Gold,91.83,high salary,Young Adults,Moderate,high satisfied
34131,21,Male,Germany,76286,4,2,3,Medium,Bronze,57.19,average salary,Young Adults,Low,low satisfied
34132,56,Male,France,114349,8,5,8,Low,Gold,100,high salary,Older Adults,Moderate,high satisfied
34133,47,Female,France,117611,4,9,11,Low,Bronze,98.06,high salary,Middle-aged Adults,Moderate,high satisfied
34134,27,Male,Canada,97926,7,6,18,Medium,Gold,100,average salary,Young Adults,High,high satisfied
34135,40,Male,France,64962,9,9,17,Low,Bronze,100,average salary,Middle-aged Adults,High,high satisfied
34136,41,Male,Canada,35897,1,3,1,Low,Bronze,27.4,low salary,Middle-aged Adults,Low,low satisfied
34137,53,Female,USA,92723,6,7,14,Low,Silver,100,average salary,Middle-aged Adults,High,high satisfied
34138,69,Female,USA,30608,1,8,17,High,Bronze,72.02,low salary,Older Adults,High,low satisfied
34139,22,Male,Canada,118486,3,9,9,Low,Silver,100,high salary,Young Adults,Moderate,high satisfied
34140,54,Female,Germany,104828,1,3,5,Low,Gold,65.39,high salary,Middle-aged Adults,Low,low satisfied
34141,60,Female,Germany,87674,7,3,20,High,Gold,92.47,average salary,Older Adults,High,high satisfied
34142,36,Male,France,50010,2,4,17,Medium,Gold,69.44,average salary,Middle-aged Adults,High,low satisfied
34143,54,Female,USA,57847,8,5,15,Medium,Bronze,100,average salary,Middle-aged Adults,High,high satisfied
34144,25,Female,USA,36108,8,3,9,Low,Bronze,89.27,low salary,Young Adults,Moderate,average satisfied
34145,24,Female,Germany,84369,9,8,20,Low,Gold,100,average salary,Young Adults,High,high satisfied
34146,57,Male,UK,104276,1,3,14,High,Gold,66.94,high salary,Older Adults,High,low satisfied
34147,30,Female,Germany,71940,10,9,18,High,Silver,100,average salary,Young Adults,High,high satisfied
34148,54,Female,Germany,106914,8,7,3,High,Silver,100,high salary,Middle-aged Adults,Low,high satisfied
34149,44,Male,UK,59713,9,7,7,Medium,Silver,97.53,average salary,Middle-aged Adults,Moderate,high satisfied
34150,35,Male,France,59917,7,2,5,Medium,Gold,68.05,average salary,Middle-aged Adults,Low,low satisfied
34151,41,Male,Canada,62173,8,9,15,Low,Gold,100,average salary,Middle-aged Adults,High,high satisfied
34152,58,Male,France,48609,8,5,16,Low,Bronze,96.33,low salary,Older Adults,High,high satisfied
34153,19,Male,UK,101568,10,9,8,Low,Gold,100,high salary,Young Adults,Moderate,high satisfied
34154,33,Female,UK,69074,2,8,3,Medium,Bronze,81.84,average salary,Young Adults,Low,average satisfied
34155,31,Male,France,64680,9,1,16,Low,Silver,79.33,average salary,Young Adults,High,average satisfied
34156,34,Female,Canada,77271,9,7,1,Low,Bronze,100,average salary,Young Adults,Low,high satisfied
34157,23,Male,France,100824,4,1,10,High,Gold,56.66,high salary,Young Adults,Moderate,low satisfied
34158,52,Female,USA,97638,6,1,9,High,Gold,78.04,average salary,Middle-aged Adults,Moderate,average satisfied
34159,34,Male,USA,77098,7,2,13,Low,Silver,61.28,average salary,Young Adults,Moderate,low satisfied
34160,62,Female,USA,60340,5,2,10,Low,Silver,82.68,average salary,Older Adults,Moderate,average satisfied
34161,55,Male,Canada,61646,10,5,9,Low,Bronze,100,average salary,Older Adults,Moderate,high satisfied
34162,57,Female,Canada,46955,6,4,15,Medium,Silver,89.94,low salary,Older Adults,High,average satisfied
34163,23,Female,UK,113626,4,3,3,High,Gold,84.7,high salary,Young Adults,Low,average satisfied
34164,65,Male,Germany,49464,2,8,15,High,Silver,100,low salary,Older Adults,High,high satisfied
34165,55,Female,Canada,82058,2,6,14,Medium,Bronze,80.94,average salary,Older Adults,High,average satisfied
34166,66,Female,Germany,98025,2,8,8,Low,Silver,100,average salary,Older Adults,Moderate,high satisfied
34167,38,Male,USA,30911,3,6,16,High,Gold,70.5,low salary,Middle-aged Adults,High,low satisfied
34168,52,Female,USA,34549,5,9,5,Low,Gold,87.55,low salary,Middle-aged Adults,Low,average satisfied
34169,40,Female,Germany,31016,8,6,20,Low,Silver,89.93,low salary,Middle-aged Adults,High,average satisfied
34170,29,Male,France,94343,7,6,17,Low,Gold,100,average salary,Young Adults,High,high satisfied
34171,46,Female,UK,90705,10,9,13,Low,Bronze,100,average salary,Middle-aged Adults,Moderate,high satisfied
34172,44,Male,UK,81828,6,10,15,Low,Bronze,100,average salary,Middle-aged Adults,High,high satisfied
34173,23,Female,France,60164,4,9,12,Medium,Bronze,84.09,average salary,Young Adults,Moderate,average satisfied
34174,38,Female,Germany,48399,2,9,11,Medium,Silver,85.24,low salary,Middle-aged Adults,Moderate,average satisfied
34175,24,Female,Germany,107516,10,10,4,Low,Bronze,100,high salary,Young Adults,Low,high satisfied
34176,60,Female,Canada,116693,10,10,20,Medium,Gold,100,high salary,Older Adults,High,high satisfied
34177,58,Male,USA,61537,9,7,18,High,Gold,100,average salary,Older Adults,High,high satisfied
34178,33,Male,USA,90919,4,9,11,Medium,Bronze,100,average salary,Young Adults,Moderate,high satisfied
34179,22,Female,Germany,82829,2,7,15,Medium,Bronze,94.81,average salary,Young Adults,High,high satisfied
34180,32,Female,Canada,111291,1,1,18,High,Gold,53.36,high salary,Young Adults,High,low satisfied
34181,38,Male,Canada,34192,6,6,14,High,Silver,94.15,low salary,Middle-aged Adults,High,high satisfied
34182,21,Male,UK,116429,7,1,8,Medium,Gold,77.75,high salary,Young Adults,Moderate,average satisfied
34183,22,Male,UK,91611,7,3,7,High,Gold,79.61,average salary,Young Adults,Moderate,average satisfied
34184,24,Female,Germany,86821,5,2,20,Medium,Gold,65.57,average salary,Young Adults,High,low satisfied
34185,52,Female,UK,88461,7,8,11,High,Silver,100,average salary,Middle-aged Adults,Moderate,high satisfied
34186,53,Female,Canada,41485,5,3,3,High,Silver,71.8,low salary,Middle-aged Adults,Low,low satisfied
34187,32,Male,France,100518,7,7,3,Low,Gold,100,high salary,Young Adults,Low,high satisfied
34188,45,Female,USA,40107,5,7,6,Low,Gold,82.38,low salary,Middle-aged Adults,Low,average satisfied
34189,19,Male,Germany,67377,8,10,2,Low,Gold,86.25,average salary,Young Adults,Low,average satisfied
34190,22,Male,UK,31481,1,5,11,Medium,Bronze,50.65,low salary,Young Adults,Moderate,low satisfied
34191,24,Female,UK,60278,2,3,6,High,Bronze,61.29,average salary,Young Adults,Low,low satisfied
